manipulation_activity_id,manipulation_activity_admin_id,manipulation_activity_admin_name,manipulation_activity_customer_id,manipulation_activity_customer_name,manipulation_activity_type,manipulation_activity_action,manipulation_activity_ip,manipulation_activity_located,manipulation_activity_device,created_at
4936,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:03:35
4937,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:03:35
4938,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:43:29
4939,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:43:30
4940,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:43:38
4941,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:43:39
4942,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:44:32
4943,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:44:32
4944,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:44:38
4945,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:44:38
4946,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:44:50
4947,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:44:51
4948,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:45:00
4949,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:45:00
4950,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:45:05
4951,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:45:06
4952,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:51:15
4953,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:51:16
4954,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:51:20
4955,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:51:20
4956,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:56:15
4957,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 15:56:15
4958,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:03:59
4959,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:04:00
4960,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:04:08
4961,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:04:08
4962,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:04:16
4963,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:04:17
4964,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:04:24
4965,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:04:25
4966,1,Quản Trị Viên,NULL,NULL,0,Vô Hiệu Lựu Chọn Phòng ( ID : 17),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:04:32
4967,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:04:33
4968,1,Quản Trị Viên,NULL,NULL,0,Kích Hoạt Lựu Chọn Phòng( ID : 17),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:04:33
4969,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Lựa Chọn Của Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:04:33
4970,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:43
4971,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:46
4972,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:46
4973,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:46
4974,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:47
4975,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:47
4976,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:47
4977,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:48
4978,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:49
4979,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:50
4980,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:50
4981,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:51
4982,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:51
4983,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:51
4984,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:51
4985,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:52
4986,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:52
4987,1,Quản Trị Viên,NULL,NULL,0,Tìm Kiếm Danh Sách Lựu Chọn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:05:53
4988,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:06:10
4989,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:06:11
4990,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:06:12
4991,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:06:12
4992,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:06:15
4993,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:06:16
4994,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Tiện Ích Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:06:36
4995,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Tiện Ích Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:06:36
4996,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Tiện Ích Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:06:39
4997,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Tiện Ích Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:06:39
4998,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Tiện Ích Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:07:23
4999,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Tiện Ích Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:07:25
5000,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Tiện Ích Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:07:27
5001,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Tiện Ích Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:07:32
5002,1,Quản Trị Viên,NULL,NULL,0,Xenh Danh Sách Mã Giảm Giá ,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:07:38
5003,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Hoạt Động Đăng Nhập - Đăng Xuất Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:08:03
5004,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:08:27
5005,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:08:33
5006,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:08:36
5007,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:08:39
5008,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Banner ADS,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:09:24
5009,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Banner ADS,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:09:25
5010,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:09:29
5011,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:09:29
5012,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:10:24
5013,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:10:24
5014,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:12:26
5015,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:12:27
5016,1,Quản Trị Viên,NULL,NULL,0,Xem Đơn Phòng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:12:54
5017,1,Quản Trị Viên,NULL,NULL,0,Xem Đơn Phòng Trong Thùng Rác,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:12:55
5018,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:12:57
5019,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Đơn Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:12:57
5020,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Hoạt Động Đăng Nhập - Đăng Xuất Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:21:12
5021,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Hoạt Động Đăng Nhập - Đăng Xuất Người Dùng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:21:15
5022,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Hoạt Động Đăng Nhập - Đăng Xuất Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:21:24
5023,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:21:32
5024,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:21:46
5025,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:21:51
5026,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Người Dùng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:21:55
5027,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Người Dùng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2022-12-22 17:22:09
